,ClonalityCatFinal,USDAGroup,USDAHabit,USDADuration,PollMode1,DispMode1,Genus,Species,Family,USDACode,WorZ_SppCode,seedmass_mg,dispmass_mg,n_seed_pop,leaf_height_cm,flwr_height_cm,n_height_pop,fresh_mass_g,dry_mass_g,n_leaf_pop,WI_native,WI_C,WI_W,MO_native,MO_C,MO_W,underground,jmclonal,WI_wet,MO_wet,sla,n_sla_pop
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,NonClonal,Dicot,Subshrub,Perennial,Bee,MammalBird,Rosa,multiflora,Rosaceae,ROMU,WROSMUL,6.883333333,144.0556667,2,95.7625,88.1625,2,4.928333333,1.608333333,3,non-native,0,3,NA,NA,NA,2,NA,FACU,FACU,263.1042102,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,NonClonal,Dicot,Forb_herb,AB,Bee,Wind,Lactuca,canadensis,Asteraceae,LACA,WLACCAN,0.588916667,0.660171429,4,112.4809524,148.0857143,3,8.11,1.49,3,native,2,3,NA,NA,NA,1,NA,FACU,FACU,297.2391802,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,NA,Dicot,Forb_herb,NA,NA,NA,Lactuca,L.,Asteraceae,LACTU,WLACSPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lathyrus,palustris,Fabaceae,LAPA4,WLATPAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,5,-3,NA,NA,NA,5,NA,FACW,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lathyrus,venosus,Fabaceae,LAVE,WLATVEN,NA,NA,NA,37.4,45.8,1,6.11,1.285,2,native,6,0,NA,NA,NA,4,NA,FAC,FACW,291.0055236,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Leonurus,cardiaca,Lamiaceae,LECA2,WLEOCAR,1.627577778,1.627577778,3,82.71666667,81.81666667,3,3.055,0.483333333,3,non-native,0,5,NA,NA,NA,4,NA,NA,NA,315.6588235,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,NonClonal,Dicot,Forb_herb,AB,Fly,Ballistic,Lepidium,campestre,Brassicaceae,LECA5,WLEPCAM,2.5588,2.5588,1,NA,NA,NA,NA,NA,NA,non-native,0,5,NA,NA,NA,1,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,NonClonal,Dicot,Forb_herb,Perennial,Bee,MammalBird,Lespedeza,capitata,Fabaceae,LECA8,WLESCAP,2.266333333,2.300333333,2,76.5,78.63333333,3,1.518333333,0.621666667,3,native,5,3,NA,NA,NA,3,NA,FACU,FACU,112.9718016,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,NonClonal,Dicot,Forb_herb,AB,Bee,Ballistic,Lepidium,densiflorum,Brassicaceae,LEDE,WLEPDEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-native,0,0,NA,NA,NA,1,NA,FAC,FAC,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,ClonalPhl,Dicot,Shrub,Perennial,Bee,Unassisted,Lespedeza,leptostachya,Fabaceae,LELE5,WLESLEP,NA,NA,NA,54.6,59.8,1,NA,NA,NA,native,8,5,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,NonClonal,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lechea,tenuifolia,Cistaceae,LETE,WLECTEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,7,5,NA,NA,NA,2,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,NonClonal,Dicot,Forb_herb,APB,Fly,Ballistic,Lepidium,virginicum,Brassicaceae,LEVI3,WLEPVIR,0.295333333,0.295333333,1,NA,30.9,1,NA,NA,NA,native,0,3,NA,NA,NA,1,NA,FACU,FACU,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Leucanthemum,vulgare,Asteraceae,LEVU,WLEUVUL,0.231333333,0.231333333,1,32.13333333,41.1,3,0.963333333,0.266666667,3,non-native,0,5,NA,NA,NA,4,NA,UPL,UPL,162.4722804,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,NonClonal,Dicot,Forb_herb,Perennial,Bee,Wind,Liatris,aspera,Asteraceae,LIAS,WLIAASP,0.819866667,1.324633333,2,48.06666667,73.23333333,3,5.66,1.481666667,3,native,5,5,NA,NA,NA,3,NA,NA,NA,101.4204142,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lithospermum,canescens,Boraginaceae,LICA12,WLITCAN,7.170333333,7.170333333,2,24.27666667,24.56,3,0.613333333,0.138333333,3,native,10,5,NA,NA,NA,4,NA,NA,NA,174.0362963,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,NonClonal,Dicot,Forb_herb,Perennial,Butterfly,Unassisted,Lithospermum,caroliniense,Boraginaceae,LICA13,WLITCAR,4.319333333,4.319333333,1,31.33333333,31.33333333,1,1.21,0.34,1,native,10,5,NA,NA,NA,3,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,NonClonal,Dicot,Forb_herb,Perennial,Bee,Wind,Liatris,cylindracea,Asteraceae,LICY,WLIACYL,1.371266667,1.917866667,1,26.48,32.02666667,3,2.121666667,0.655,3,native,9,5,NA,NA,NA,3,NA,NA,NA,82.50955842,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,NonClonal,Dicot,Forb_herb,Perennial,Butterfly,Unassisted,Lithospermum,incisum,Boraginaceae,LIIN2,WLITINC,NA,NA,NA,20.11994949,20.71127946,3,0.5375,0.1125,2,native,8,5,NA,NA,NA,3,NA,NA,NA,152.9462963,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Liatris,ligulistylis,Asteraceae,LILI,WLIALIG,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,7,3,NA,NA,NA,4,NA,FACU,FACU,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,ClonalPhl,Monocot,Forb_herb,Perennial,Water,Wind,Liparis,loeselii,Orchidaceae,LILO,WLIPLOE,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,7,-3,NA,NA,NA,4,NA,FACW,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,ClonalPhl,Monocot,Forb_herb,Perennial,Bird,Unassisted,Lilium,michiganense,Liliaceae,LIMI9,WLILMIC,1.093333333,1.093333333,1,81.22222222,95.77777778,1,2.025,0.28,1,native,6,-3,NA,NA,NA,4,NA,FACW,FACW,258.6571429,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,ClonalPhl,Monocot,Forb_herb,Perennial,Butterfly,Wind,Lilium,philadelphicum,Liliaceae,LIPH,WLILPHI,0.694333333,0.749666667,1,65.03333333,72.9,2,1.2275,0.1875,2,native,9,0,NA,NA,NA,4,NA,FAC,FACU,150.5306122,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,NonClonal,Dicot,Forb_herb,Perennial,Bee,Wind,Liatris,pycnostachya,Asteraceae,LIPY,WLIAPYC,0.760966667,1.757333333,3,92.26666667,118.5333333,3,4.861666667,1.141666667,3,native,7,0,NA,NA,NA,3,NA,FAC,FACU,129.2541903,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,NonClonal,Dicot,Forb_herb,Annual,Bee,MammalBird,Linum,sulcatum,Linaceae,LISU4,WLINSUL,0.328233333,0.328233333,2,30.415,35.41,2,0.315,0.0875,2,native,8,5,NA,NA,NA,1,NA,NA,NA,189.4964052,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Wind,Linaria,vulgaris,Scrophulariaceae,LIVU2,WLINVUL,0.0778,0.080866667,1,41.555,52.465,2,0.346666667,0.08,3,non-native,0,5,NA,NA,NA,5,NA,NA,NA,293.4257143,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Ballistic,Lotus,corniculatus,Fabaceae,LOCO6,WLOTCOR,0.3624,0.3624,1,27,30.2,1,0.355,0.07,1,non-native,0,3,NA,NA,NA,4,NA,FACU,FACU,326.7142857,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,ClonalPhl,Dicot,Shrub,Perennial,Bee,MammalBird,Lonicera,maackii,Caprifoliaceae,LOMA6,WLONMAA,3.583666667,207.9154667,2,162.9,255.89,1,3.7475,1.335,2,non-native,0,5,NA,NA,NA,4,NA,NA,NA,181.1390427,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,NonClonal,Dicot,Forb_herb,Perennial,Wind,Wind,Lobelia,spicata,Campanulaceae,LOSP,WLOBSPI,0.035111111,0.035111111,3,23.13333333,38.46666667,3,0.448333333,0.091666667,3,native,6,0,NA,NA,NA,2,NA,FAC,FAC,275.6434188,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Ballistic,Lupinus,perennis,Fabaceae,LUPE3,WLUPPER,20.67947222,20.67947222,3,30.06666667,34.3,3,7.391666667,1.071666667,3,native,6,5,NA,NA,NA,5,NA,NA,NA,198.0045334,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,ClonalGuer,Dicot,Subshrub,Perennial,Bee,MammalBird,Rubus,allegheniensis,Rosaceae,RUAL,WRUBALL,3.420666667,561,1,135.55,139.285,2,18.5175,5.865,2,native,2,3,NA,NA,NA,5,NA,FACU,FACU,213.351001,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,ClonalGuer,Dicot,Subshrub,Perennial,Bee,MammalBird,Rubus,hispidus,Rosaceae,RUHI,WRUBHIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,4,-3,NA,NA,NA,5,NA,FACW,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,ClonalGuer,Dicot,Subshrub,Perennial,Bee,MammalBird,Rubus,idaeus,Rosaceae,RUID,WRUBIDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,3,NA,NA,NA,NA,5,NA,FACU,FAC,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,ClonalGuer,Dicot,Subshrub,Perennial,Bee,MammalBird,Rubus,occidentalis,Rosaceae,RUOC,WRUBOCC,1.641511111,176.6757778,3,73.52,70.45333333,3,7.673333333,2.563333333,3,native,2,5,NA,NA,NA,5,NA,NA,NA,265.5429943,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,NA,Dicot,NA,NA,NA,NA,Salix,spp.,Salicaceae,NA,WSALSPP,0.051644444,0.068511111,3,NA,NA,NA,2.0425,0.815,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.0964142,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Adhesive,Lythrum,alatum,Lythraceae,LYAL4,WLYTALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,6,-5,NA,NA,NA,4,NA,OBL,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,MammalBird,Lycopus,americanus,Lamiaceae,LYAM,WLYCAME,NA,NA,NA,55.1,52.62,1,0.79,0.185,1,native,4,-5,NA,NA,NA,5,NA,OBL,OBL,218.6594595,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lysimachia,hybrida,Primulaceae,LYHY,WLYSHYB,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,10,-5,NA,NA,NA,5,NA,OBL,OBL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lysimachia,lanceolata,Primulaceae,LYLA,WLYSLAN,NA,NA,NA,18.7,17.54,1,0.385,0.135,1,native,6,0,NA,NA,NA,5,NA,FAC,FAC,188.3851852,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lysimachia,quadrifolia,Primulaceae,LYQU2,WLYSQUA,NA,NA,NA,38.38,36.835,2,1.745,0.3925,2,NA,NA,NA,NA,NA,NA,5,NA,FACU,FACU,446.3575069,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Adhesive,Lythrum,salicaria,Lythraceae,LYSA2,WLYTSAL,NA,NA,NA,82.8,99.5,1,1.865,0.57,1,non-native,0,-5,NA,NA,NA,5,NA,OBL,FACW,170.0859649,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Lysimachia,thyrsiflora,Primulaceae,LYTH2,WLYSTHR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,OBL,OBL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,MammalBird,Lycopus,uniflorus,Lamiaceae,LYUN,WLYCUNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,4,-5,NA,NA,NA,5,NA,OBL,OBL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,ClonalPhl,Dicot,Shrub,Perennial,Bee,MammalBird,Malus,ioensis,Rosaceae,MAIO,WMALIOE,32.99773333,20988.07692,1,NA,NA,NA,NA,NA,NA,native,4,5,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,ClonalGuer,Monocot,Forb_herb,Perennial,Bee,MammalBird,Maianthemum,racemosum,Liliaceae,MARA7,WMAIRAC,39.8196,248.5604167,3,56.96666667,61.8,3,7.73,1.658333333,3,native,5,3,NA,NA,NA,5,NA,FACU,FACU,94.38687259,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,ClonalGuer,Monocot,Forb_herb,Perennial,Bee,MammalBird,Maianthemum,stellatum,Liliaceae,MAST4,WMAISTE,NA,NA,NA,37.56666667,34.23333333,3,5.72,1.085,3,native,5,0,NA,NA,NA,5,NA,FAC,FACW,232.2039712,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,NonClonal,Dicot,Forb_herb,APB,Bee,Unassisted,Melilotus,alba,Fabaceae,MEOF,WMELALB,1.2062,1.874866667,3,128.3666667,131.8666667,3,0.77,0.151666667,3,non-native,0,3,NA,NA,NA,3,NA,FACU,FACU,390.9579181,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,ClonalGuer,Dicot,Forb_herb,AP,Bee,Unassisted,Medicago,sativa,Fabaceae,MESA,WMEDSAT,0.835133333,11.00343333,2,60.53333333,63.26666667,3,0.911666667,0.258333333,3,non-native,0,3,NA,NA,NA,5,NA,FACU,UPL,184.8017388,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,NonClonal,Dicot,Forb_herb,Perennial,Bee,Unassisted,Mirabilis,nyctaginea,Nyctaginaceae,MINY,WMIRNYC,6.4997,6.4997,2,49.84,55.66,2,5.145,0.8225,2,native,1,5,NA,NA,NA,3,NA,UPL,FACU,250.7852924,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,ClonalPhl,Dicot,Shrub,Perennial,Bee,MammalBird,Sambucus,canadensis,Caprifoliaceae,SANIC4,WSAMCAN,1.786533333,51.33333333,1,185.35,186.95,2,37.98,6.4675,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,358.1141295,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Ant,Sanguinaria,canadensis,Papaveraceae,SACA13,WSANCAN,5.853833333,6.404569231,2,NA,NA,NA,7.345,1.23,1,NA,NA,NA,NA,NA,NA,4,NA,FACU,UPL,369.6691057,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Adhesive,Sanicula,gregaria,Apiaceae,SAOD,WSANGRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,FAC,FACU,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,ClonalGuer,Dicot,Forb_herb,Perennial,Fly,Unassisted,Minuartia,stricta,Caryophyllaceae,MIST5,WARESTR,0.1186,0.1186,2,3.344444444,13.98888889,3,0.178333333,0.0572,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,129.663517,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,NonClonal,Dicot,Shrub,Perennial,Wind,MammalBird,Morus,alba,Moraceae,MOAL,WMORALB,1.557444444,838.4444444,3,NA,NA,NA,10.1325,2.89,2,non-native,0,0,NA,NA,NA,2,NA,FAC,UPL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,ClonalGuer,Dicot,Forb_herb,Perennial,Bee,Unassisted,Monarda,fistulosa,Lamiaceae,MOFI,WMONFIS,0.328244444,0.328244444,3,77.16666667,80.96666667,3,1.84,0.496666667,3,native,3,3,NA,NA,NA,5,NA,FACU,UPL,195.5582133,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,NonClonal,Dicot,Forb_herb,APB,Bee,Unassisted,Monarda,punctata,Lamiaceae,MOPU,WMONPUN,0.284933333,0.284933333,1,43.26666667,45.63333333,3,0.74,0.1575,2,native,3,5,NA,NA,NA,3,NA,UPL,UPL,207.1677419,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,NA,Monocot,NA,NA,NA,NA,Muhlenbergia,Schreb.,Poaceae,MUHLE,WMUHSPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Napaea,dioica,Malvaceae,NADI2,WNAPDIO,6.722466667,6.376933333,1,126.2,137.1,2,36.235,7.9225,2,native,6,-3,NA,NA,NA,4,NA,FACW,FACW,181.5637419,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Unassisted,Nepeta,cataria,Lamiaceae,NECA2,WNEPCAT,2.6087,2.6087,2,110.2,117.7,2,3.515,0.586666667,3,non-native,0,3,NA,NA,NA,4,NA,FACU,FACU,360.881295,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,ClonalPhl,Dicot,Forb_herb,Biennial,Moth,Unassisted,Oenothera,biennis,Onagraceae,OEBI,WOENBIE,0.322166667,0.322166667,2,86.2,94.3,2,3.36,0.765,2,native,1,3,NA,NA,NA,1,NA,FACU,FACU,157.7993007,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Oenothera,perennis,Onagraceae,OEPE,WOENPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,5,0,NA,NA,NA,4,NA,FAC,FAC,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,NonClonal,Dicot,Forb_herb,AB,Moth,Wind,Oenothera,rhombipetala,Onagraceae,OERH,WOENRHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-native,0,3,NA,NA,NA,1,NA,FACU,FACU,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,NonClonal,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,ptarmicoides,Asteraceae,OLAL2,WSOLPTA,NA,NA,NA,29.75,36.425,2,0.841666667,0.281666667,3,native,8,5,NA,NA,NA,3,NA,NA,NA,112.124,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,ohioense,Asteraceae,OLOH,WSOLOHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,9,-5,NA,NA,NA,4,NA,OBL,OBL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,rigidum,Asteraceae,OLRI,WSOLRIG,0.253766667,0.383866667,2,76.2,80.36666667,3,18.17166667,4.756666667,3,native,5,3,NA,NA,NA,4,NA,NA,NA,190.1739691,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,ClonalPhl,Dicot,Forb_herb,Perennial,Bee,Wind,Solidago,riddellii,Asteraceae,OLRI2,WSOLRID,NA,NA,NA,98.2,103.8,2,1.32,0.44,2,native,7,-5,NA,NA,NA,4,NA,OBL,OBL,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,NonClonal,Dicot,Forb_herb,Perennial,Bee,Unassisted,Onosmodium,molle,Boraginaceae,ONBEB,WONOMOL,18.81933333,18.81933333,1,58,58.6,1,2.71,0.64,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,169.9609375,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,ClonalPhl,Fern,Forb_herb,Perennial,Wind,Wind,Onoclea,sensibilis,Dryopteridaceae,ONSE,WONOSEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,native,5,-3,NA,NA,NA,4,NA,FACW,FACW,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,ClonalPhl,Dicot,Shrub,Perennial,Bee,MammalBird,Opuntia,macrorhiza,Cactaceae,OPMA2,WOPUMAC,22.78526667,7647.117,1,16.2,18.8,1,369.535,35.82,1,native,10,5,NA,NA,NA,4,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
